00008141	E	  5026,17
00008141	E	  5758,71
00004219	E	   149,59
00006422	E	  7921,33
00008965	E	   2433,6
00008965	E	     4547
00000620	E	  9813,58
00001832	E	  2924,76
00002049	E	  9761,09
00002049	E	   848,16
00007500	E	   645,89
00002360	E	  5598,07
00002980	E	  5176,44
00004396	E	  2716,98
00002480	E	  4127,37
00009061	E	   9495,7
00003131	E	  7995,98
00001608	E	  1786,69
00004586	E	   4298,9
00009448	E	  3264,14
00003528	E	  2762,12
00005966	E	  6516,75
00002077	E	   3185,7
00008372	E	  9827,36
00008185	E	  3267,34
00009849	E	  7614,73
00002939	E	  9022,05
00005626	E	  8203,02
00002897	E	  6115,16
00009703	E	  6851,05
00002274	E	  8195,74
00003159	E	  7977,71
00002033	E	   781,17
00008922	E	  8060,06
00003616	E	  5987,76
00005171	E	  2118,74
00008396	E	  1321,91
00007420	E	  5077,42
00002018	E	  3894,51
00008417	E	  2990,11
00004803	E	   105,27
00000610	E	  5628,48
00006071	E	  4445,16
00002724	E	  4022,18
00002842	E	  1532,26
00000239	E	  7138,61
00002817	E	   1503,8
00008744	E	    94,03
00001256	E	  9740,05
00007814	E	  5160,71
00001470	E	  3352,55
00003517	E	  6901,13
00002091	E	   9580,1
00002331	E	  5049,76
00009496	E	  2845,26
00004990	E	  7716,09
00004863	E	  8793,01
00006317	E	  7959,95
00004825	E	  9100,69
00003586	E	  2234,53
00004619	E	  5969,53
00001180	E	  8726,75
00001401	E	  2130,98
00007420	E	   7088,4
00002491	E	  2166,83
00006800	E	   3112,2
00009432	E	  1313,43
00002274	E	  9176,51
00003357	E	  1918,41
00009618	E	  6893,71
00000348	E	  2616,54
00003255	E	  9093,67
00004884	E	  6479,67
00004161	E	   5548,6
00002024	E	  7331,72
00001278	E	   1128,7
00000107	E	  9179,69
00004073	E	  3118,49
00004914	E	  6090,15
00002528	E	  6993,18
00002817	E	   234,81
00006203	E	  6639,75
00005457	E	  6925,58
00004914	E	  3372,98
00000986	E	  4942,65
00001416	E	   6421,7
00002778	E	  7556,93
00006631	E	  4236,74
00003864	E	   7007,5
00002817	E	   526,65
